Analysis(pTrel,bottom,SV0,5.70,AntiKt4TopoEM)
{
	bin(20<pt<200,0.0<abseta<0.6)
		central_value(0.8766,0.0205)
		sys(jet energy resolution,-0.0851%)
		sys(ptrel light template contamination,-0.4744%)
		sys(pileup mu reweighting,0.3494%)
		sys(jet energy scale,0.6834%)
		sys(b-fragmentation function,0.0092%)
		usys(simulation tagging efficiency,0.7897%)
		sys(muon pT spectrum,0.0176%)
		sys(modelling of c-production,1.2867%)
		sys(modelling of b-production,0.0342%)
		sys(b-fragmentation fraction,0.3179%)
		sys(modelling of the b-hadron direction,-0.5642%)
		usys(MC statistics,8.9135%)
		sys(semileptonic correction,0.0305%)
		sys(fake muons in b-jets,0.0601%)
		sys(b-decay branching fractions,0.0110%)
		sys(scale factor for inclusive b-jets,4.0000%)
		sys(charm-light ratio,0.9956%)
		sys(b-decay p* spectrum,-0.6299%)
	}
	bin(60<pt<75,0<abseta<2.5)
	{
		central_value(0.9041,0.0226)
		sys(jet energy resolution,0.3341%)
		sys(ptrel light template contamination,-0.7171%)
		sys(pileup mu reweighting,0.4315%)
		sys(jet energy scale,0.6590%)
		sys(b-fragmentation function,0.1727%)
		usys(simulation tagging efficiency,0.8695%)
		sys(muon pT spectrum,-0.3580%)
		sys(modelling of c-production,1.8967%)
		sys(modelling of b-production,0.0543%)
		sys(b-fragmentation fraction,-0.0853%)
		sys(modelling of the b-hadron direction,0.9760%)
		usys(MC statistics,7.8428%)
		sys(semileptonic correction,-0.0172%)
		sys(fake muons in b-jets,-0.0048%)
		sys(b-decay branching fractions,0.0713%)
		sys(scale factor for inclusive b-jets,4.0000%)
		sys(charm-light ratio,0.7086%)
		sys(b-decay p* spectrum,-0.0243%)
	}
	bin(75<pt<90,0<abseta<2.5)
	{
		central_value(0.8506,0.0201)
		sys(jet energy resolution,1.0271%)
		sys(ptrel light template contamination,-0.3029%)
		sys(pileup mu reweighting,0.3799%)
		sys(jet energy scale,0.4070%)
		sys(b-fragmentation function,0.2410%)
		usys(simulation tagging efficiency,1.3725%)
		sys(muon pT spectrum,-0.5821%)
		sys(modelling of c-production,3.5085%)
		sys(modelling of b-production,0.0751%)
		sys(b-fragmentation fraction,0.7383%)
		sys(modelling of the b-hadron direction,1.2176%)
		usys(MC statistics,9.4854%)
		sys(semileptonic correction,-0.0252%)
		sys(fake muons in b-jets,-0.1401%)
		sys(b-decay branching fractions,0.2072%)
		sys(scale factor for inclusive b-jets,4.0000%)
		sys(charm-light ratio,0.8653%)
		sys(b-decay p* spectrum,-1.0191%)
	}
	bin(90<pt<110,0<abseta<2.5)
	{
		central_value(0.8831,0.0254)
		sys(jet energy resolution,-0.3630%)
		sys(ptrel light template contamination,-0.1904%)
		sys(pileup mu reweighting,0.6631%)
		sys(jet energy scale,1.0652%)
		sys(b-fragmentation function,0.2803%)
		usys(simulation tagging efficiency,1.3729%)
		sys(muon pT spectrum,-0.1078%)
		sys(modelling of c-production,4.0867%)
		sys(modelling of b-production,0.1344%)
		sys(b-fragmentation fraction,-0.1881%)
		sys(modelling of the b-hadron direction,1.1968%)
		usys(MC statistics,10.6006%)
		sys(semileptonic correction,0.0316%)
		sys(fake muons in b-jets,-0.0724%)
		sys(b-decay branching fractions,0.0007%)
		sys(scale factor for inclusive b-jets,4.0000%)
		sys(charm-light ratio,0.7430%)
		sys(b-decay p* spectrum,0.8638%)
	}
	bin(110<pt<140,0<abseta<2.5)
	{
		central_value(0.9152,0.0275)
		sys(jet energy resolution,-2.2647%)
		sys(ptrel light template contamination,-0.6037%)
		sys(pileup mu reweighting,0.1397%)
		sys(jet energy scale,0.5501%)
		sys(b-fragmentation function,0.8593%)
		usys(simulation tagging efficiency,0.4790%)
		sys(muon pT spectrum,-1.3826%)
		sys(modelling of c-production,8.1856%)
		sys(modelling of b-production,0.8133%)
		sys(b-fragmentation fraction,0.1558%)
		sys(modelling of the b-hadron direction,0.3809%)
		usys(MC statistics,8.4437%)
		sys(semileptonic correction,0.3214%)
		sys(fake muons in b-jets,-0.0482%)
		sys(b-decay branching fractions,0.0249%)
		sys(scale factor for inclusive b-jets,4.0000%)
		sys(charm-light ratio,1.1319%)
		sys(b-decay p* spectrum,0.0902%)
	}
	bin(140<pt<200,0<abseta<2.5)
	{
		central_value(0.9531,0.0354)
		sys(jet energy resolution,0.0614%)
		sys(ptrel light template contamination,-0.0360%)
		sys(pileup mu reweighting,1.4569%)
		sys(jet energy scale,0.4022%)
		sys(b-fragmentation function,0.7261%)
		usys(simulation tagging efficiency,0.5070%)
		sys(muon pT spectrum,-1.2576%)
		sys(modelling of c-production,9.6688%)
		sys(modelling of b-production,0.3244%)
		sys(b-fragmentation fraction,-0.2102%)
		sys(modelling of the b-hadron direction,2.4443%)
		usys(MC statistics,6.3392%)
		sys(semileptonic correction,-0.3855%)
		sys(fake muons in b-jets,-0.0944%)
		sys(b-decay branching fractions,0.0038%)
		sys(scale factor for inclusive b-jets,4.0000%)
		sys(charm-light ratio,2.0051%)
		sys(b-decay p* spectrum,-0.4052%)
	}
}
